,Junction,Date,Hour,Vehicles,hour_of_the_day,day_of_the_week,month,PreviousHourVehicles,IsWeekend
46182,4,2017-05-05,6,-0.9056131471612512,6,5,11,-1.050192527086468,False
46183,4,2017-05-05,7,-0.8092268938777732,7,5,11,-0.9056131471612512,False
46184,4,2017-05-05,8,-0.9056131471612512,8,5,11,-0.8092268938777732,False
46185,4,2017-05-05,9,-0.7128406405942953,9,5,11,-0.9056131471612512,False
46186,4,2017-05-05,10,-0.6164543873108174,10,5,11,-0.7128406405942953,False
46187,4,2017-05-05,11,-0.6646475139525563,11,5,11,-0.6164543873108174,False
46188,4,2017-05-05,12,-0.6164543873108174,12,5,11,-0.6646475139525563,False
46189,4,2017-05-05,13,-0.7128406405942953,13,5,11,-0.6164543873108174,False
46190,4,2017-05-05,14,-0.6164543873108174,14,5,11,-0.7128406405942953,False
46191,4,2017-05-05,15,-0.7610337672360342,15,5,11,-0.6164543873108174,False
46192,4,2017-05-05,16,-0.7610337672360342,16,5,11,-0.7610337672360342,False
46193,4,2017-05-05,17,-0.6164543873108174,17,5,11,-0.7610337672360342,False
46194,4,2017-05-05,18,-0.6164543873108174,18,5,11,-0.6164543873108174,False
46195,4,2017-05-05,19,-0.7610337672360342,19,5,11,-0.6164543873108174,False
46196,4,2017-05-05,20,-0.8092268938777732,20,5,11,-0.7610337672360342,False
46197,4,2017-05-05,21,-0.7610337672360342,21,5,11,-0.8092268938777732,False
46198,4,2017-05-05,22,-0.8092268938777732,22,5,11,-0.7610337672360342,False
46199,4,2017-05-05,23,-0.6646475139525563,23,5,11,-0.8092268938777732,False
46200,4,2017-05-06,0,-0.6646475139525563,0,0,12,-0.6646475139525563,False
46201,4,2017-05-06,1,-0.9056131471612512,1,0,12,-0.6646475139525563,False
46202,4,2017-05-06,2,-0.8574200205195122,2,0,12,-0.9056131471612512,False
46203,4,2017-05-06,3,-0.8092268938777732,3,0,12,-0.8574200205195122,False
46204,4,2017-05-06,4,-0.9056131471612512,4,0,12,-0.8092268938777732,False
46205,4,2017-05-06,5,-0.8574200205195122,5,0,12,-0.9056131471612512,False
46206,4,2017-05-06,6,-0.9538062738029901,6,0,12,-0.8574200205195122,False
46207,4,2017-05-06,7,-0.8092268938777732,7,0,12,-0.9538062738029901,False
46208,4,2017-05-06,8,-0.8092268938777732,8,0,12,-0.8092268938777732,False
46209,4,2017-05-06,9,-0.7610337672360342,9,0,12,-0.8092268938777732,False
46210,4,2017-05-06,10,-0.7128406405942953,10,0,12,-0.7610337672360342,False
46211,4,2017-05-06,11,-0.4236818807438615,11,0,12,-0.7128406405942953,False
46212,4,2017-05-06,12,-0.47187500738560045,12,0,12,-0.4236818807438615,False
46213,4,2017-05-06,13,-0.5682612606690783,13,0,12,-0.47187500738560045,False
46214,4,2017-05-06,14,-0.6646475139525563,14,0,12,-0.5682612606690783,False
46215,4,2017-05-06,15,-0.7128406405942953,15,0,12,-0.6646475139525563,False
46216,4,2017-05-06,16,-0.7610337672360342,16,0,12,-0.7128406405942953,False
46217,4,2017-05-06,17,-0.7128406405942953,17,0,12,-0.7610337672360342,False
46218,4,2017-05-06,18,-0.6164543873108174,18,0,12,-0.7128406405942953,False
46219,4,2017-05-06,19,-0.8574200205195122,19,0,12,-0.6164543873108174,False
46220,4,2017-05-06,20,-0.6646475139525563,20,0,12,-0.8574200205195122,False
46221,4,2017-05-06,21,-0.7128406405942953,21,0,12,-0.6646475139525563,False
46222,4,2017-05-06,22,-0.9056131471612512,22,0,12,-0.7128406405942953,False
46223,4,2017-05-06,23,-0.7610337672360342,23,0,12,-0.9056131471612512,False
46224,4,2017-05-13,0,-0.9538062738029901,0,3,4,-0.7610337672360342,False
46225,4,2017-05-13,1,-0.9538062738029901,1,3,4,-0.9538062738029901,False
46226,4,2017-05-13,2,-0.7128406405942953,2,3,4,-0.9538062738029901,False
46227,4,2017-05-13,3,-0.9056131471612512,3,3,4,-0.7128406405942953,False
46228,4,2017-05-13,4,-1.050192527086468,4,3,4,-0.9056131471612512,False
46229,4,2017-05-13,5,-0.8092268938777732,5,3,4,-1.050192527086468,False
46230,4,2017-05-13,6,-1.050192527086468,6,3,4,-0.8092268938777732,False
46231,4,2017-05-13,7,-1.001999400444729,7,3,4,-1.050192527086468,False
46232,4,2017-05-13,8,-0.8574200205195122,8,3,4,-1.001999400444729,False
46233,4,2017-05-13,9,-0.8092268938777732,9,3,4,-0.8574200205195122,False
46234,4,2017-05-13,10,-0.8092268938777732,10,3,4,-0.8092268938777732,False
46235,4,2017-05-13,11,-0.8574200205195122,11,3,4,-0.8092268938777732,False
46236,4,2017-05-13,12,-0.5200681340273394,12,3,4,-0.8574200205195122,False
46237,4,2017-05-13,13,-0.9538062738029901,13,3,4,-0.5200681340273394,False
46238,4,2017-05-13,14,-0.6164543873108174,14,3,4,-0.9538062738029901,False
46239,4,2017-05-13,15,-0.7128406405942953,15,3,4,-0.6164543873108174,False
46240,4,2017-05-13,16,-0.8092268938777732,16,3,4,-0.7128406405942953,False
46241,4,2017-05-13,17,-0.8092268938777732,17,3,4,-0.8092268938777732,False
46242,4,2017-05-13,18,-0.7610337672360342,18,3,4,-0.8092268938777732,False
46243,4,2017-05-13,19,-0.9056131471612512,19,3,4,-0.7610337672360342,False
46244,4,2017-05-13,20,-0.6646475139525563,20,3,4,-0.9056131471612512,False
46245,4,2017-05-13,21,-0.7128406405942953,21,3,4,-0.6646475139525563,False
46246,4,2017-05-13,22,-0.7610337672360342,22,3,4,-0.7128406405942953,False
46247,4,2017-05-13,23,-0.8574200205195122,23,3,4,-0.7610337672360342,False
46248,4,2017-05-14,0,-0.8574200205195122,0,4,4,-0.8574200205195122,False
46249,4,2017-05-14,1,-0.9538062738029901,1,4,4,-0.8574200205195122,False
46250,4,2017-05-14,2,-0.8092268938777732,2,4,4,-0.9538062738029901,False
46251,4,2017-05-14,3,-0.9056131471612512,3,4,4,-0.8092268938777732,False
46252,4,2017-05-14,4,-1.050192527086468,4,4,4,-0.9056131471612512,False
46253,4,2017-05-14,5,-1.050192527086468,5,4,4,-1.050192527086468,False
46254,4,2017-05-14,6,-0.9538062738029901,6,4,4,-1.050192527086468,False
46255,4,2017-05-14,7,-0.8574200205195122,7,4,4,-0.9538062738029901,False
46256,4,2017-05-14,8,-0.8092268938777732,8,4,4,-0.8574200205195122,False
46257,4,2017-05-14,9,-0.9056131471612512,9,4,4,-0.8092268938777732,False
46258,4,2017-05-14,10,-0.9056131471612512,10,4,4,-0.9056131471612512,False
46259,4,2017-05-14,11,-0.7610337672360342,11,4,4,-0.9056131471612512,False
46260,4,2017-05-14,12,-0.8092268938777732,12,4,4,-0.7610337672360342,False
46261,4,2017-05-14,13,-0.7610337672360342,13,4,4,-0.8092268938777732,False
46262,4,2017-05-14,14,-0.7610337672360342,14,4,4,-0.7610337672360342,False
46263,4,2017-05-14,15,-0.6164543873108174,15,4,4,-0.7610337672360342,False
46264,4,2017-05-14,16,-0.7610337672360342,16,4,4,-0.6164543873108174,False
46265,4,2017-05-14,17,-0.6164543873108174,17,4,4,-0.7610337672360342,False
46266,4,2017-05-14,18,-0.7610337672360342,18,4,4,-0.6164543873108174,False
46267,4,2017-05-14,19,-0.6646475139525563,19,4,4,-0.7610337672360342,False
46268,4,2017-05-14,20,-0.7610337672360342,20,4,4,-0.6646475139525563,False
46269,4,2017-05-14,21,-0.9056131471612512,21,4,4,-0.7610337672360342,False
46270,4,2017-05-14,22,-0.8574200205195122,22,4,4,-0.9056131471612512,False
46271,4,2017-05-14,23,-0.8574200205195122,23,4,4,-0.8574200205195122,False
46272,4,2017-05-15,0,-0.7610337672360342,0,5,4,-0.8574200205195122,False
46273,4,2017-05-15,1,-0.8574200205195122,1,5,4,-0.7610337672360342,False
46274,4,2017-05-15,2,-0.8574200205195122,2,5,4,-0.8574200205195122,False
46275,4,2017-05-15,3,-0.8092268938777732,3,5,4,-0.8574200205195122,False
46276,4,2017-05-15,4,-0.9538062738029901,4,5,4,-0.8092268938777732,False
46277,4,2017-05-15,5,-1.050192527086468,5,5,4,-0.9538062738029901,False
46278,4,2017-05-15,6,-0.9056131471612512,6,5,4,-1.050192527086468,False
46279,4,2017-05-15,7,-0.8092268938777732,7,5,4,-0.9056131471612512,False
46280,4,2017-05-15,8,-0.7610337672360342,8,5,4,-0.8092268938777732,False
46281,4,2017-05-15,9,-0.8092268938777732,9,5,4,-0.7610337672360342,False
46282,4,2017-05-15,10,-0.8574200205195122,10,5,4,-0.8092268938777732,False
46283,4,2017-05-15,11,-0.7610337672360342,11,5,4,-0.8574200205195122,False
46284,4,2017-05-15,12,-0.6164543873108174,12,5,4,-0.7610337672360342,False
46285,4,2017-05-15,13,-0.7610337672360342,13,5,4,-0.6164543873108174,False
46286,4,2017-05-15,14,-0.6646475139525563,14,5,4,-0.7610337672360342,False
46287,4,2017-05-15,15,-0.7610337672360342,15,5,4,-0.6646475139525563,False
46288,4,2017-05-15,16,-0.5200681340273394,16,5,4,-0.7610337672360342,False
46289,4,2017-05-15,17,-0.6646475139525563,17,5,4,-0.5200681340273394,False
46290,4,2017-05-15,18,-0.7128406405942953,18,5,4,-0.6646475139525563,False
46291,4,2017-05-15,19,-0.8092268938777732,19,5,4,-0.7128406405942953,False
46292,4,2017-05-15,20,-0.7610337672360342,20,5,4,-0.8092268938777732,False
46293,4,2017-05-15,21,-0.8574200205195122,21,5,4,-0.7610337672360342,False
46294,4,2017-05-15,22,-0.7610337672360342,22,5,4,-0.8574200205195122,False
46295,4,2017-05-15,23,-0.7610337672360342,23,5,4,-0.7610337672360342,False
46296,4,2017-05-16,0,-0.9056131471612512,0,6,4,-0.7610337672360342,True
46297,4,2017-05-16,1,-0.9538062738029901,1,6,4,-0.9056131471612512,True
46298,4,2017-05-16,2,-0.9056131471612512,2,6,4,-0.9538062738029901,True
46299,4,2017-05-16,3,-0.9056131471612512,3,6,4,-0.9056131471612512,True
46300,4,2017-05-16,4,-0.8574200205195122,4,6,4,-0.9056131471612512,True
46301,4,2017-05-16,5,-1.001999400444729,5,6,4,-0.8574200205195122,True
46302,4,2017-05-16,6,-0.9056131471612512,6,6,4,-1.001999400444729,True
46303,4,2017-05-16,7,-0.7610337672360342,7,6,4,-0.9056131471612512,True
46304,4,2017-05-16,8,-0.9056131471612512,8,6,4,-0.7610337672360342,True
46305,4,2017-05-16,9,-0.7610337672360342,9,6,4,-0.9056131471612512,True
46306,4,2017-05-16,10,-0.6646475139525563,10,6,4,-0.7610337672360342,True
46307,4,2017-05-16,11,-0.5682612606690783,11,6,4,-0.6646475139525563,True
46308,4,2017-05-16,12,-0.6164543873108174,12,6,4,-0.5682612606690783,True
46309,4,2017-05-16,13,-0.6646475139525563,13,6,4,-0.6164543873108174,True
46310,4,2017-05-16,14,-0.8092268938777732,14,6,4,-0.6646475139525563,True
46311,4,2017-05-16,15,-0.5682612606690783,15,6,4,-0.8092268938777732,True
46312,4,2017-05-16,16,-0.7128406405942953,16,6,4,-0.5682612606690783,True
46313,4,2017-05-16,17,-0.6646475139525563,17,6,4,-0.7128406405942953,True
46314,4,2017-05-16,18,-0.8092268938777732,18,6,4,-0.6646475139525563,True
46315,4,2017-05-16,19,-0.7128406405942953,19,6,4,-0.8092268938777732,True
46316,4,2017-05-16,20,-0.6646475139525563,20,6,4,-0.7128406405942953,True
46317,4,2017-05-16,21,-0.8574200205195122,21,6,4,-0.6646475139525563,True
46318,4,2017-05-16,22,-0.8092268938777732,22,6,4,-0.8574200205195122,True
46319,4,2017-05-16,23,-0.6646475139525563,23,6,4,-0.8092268938777732,True
46320,4,2017-05-17,0,-0.7128406405942953,0,0,4,-0.6646475139525563,False
46321,4,2017-05-17,1,-1.001999400444729,1,0,4,-0.7128406405942953,False
46322,4,2017-05-17,2,-0.9538062738029901,2,0,4,-1.001999400444729,False
46323,4,2017-05-17,3,-1.001999400444729,3,0,4,-0.9538062738029901,False
46324,4,2017-05-17,4,-1.050192527086468,4,0,4,-1.001999400444729,False
46325,4,2017-05-17,5,-0.9538062738029901,5,0,4,-1.050192527086468,False
46326,4,2017-05-17,6,-0.9056131471612512,6,0,4,-0.9538062738029901,False
46327,4,2017-05-17,7,-0.9056131471612512,7,0,4,-0.9056131471612512,False
46328,4,2017-05-17,8,-0.8092268938777732,8,0,4,-0.9056131471612512,False
46329,4,2017-05-17,9,-0.8574200205195122,9,0,4,-0.8092268938777732,False
46330,4,2017-05-17,10,-0.6646475139525563,10,0,4,-0.8574200205195122,False
46331,4,2017-05-17,11,-0.6164543873108174,11,0,4,-0.6646475139525563,False
46332,4,2017-05-17,12,-0.7610337672360342,12,0,4,-0.6164543873108174,False
46333,4,2017-05-17,13,-0.8574200205195122,13,0,4,-0.7610337672360342,False
46334,4,2017-05-17,14,-0.7128406405942953,14,0,4,-0.8574200205195122,False
46335,4,2017-05-17,15,-0.8574200205195122,15,0,4,-0.7128406405942953,False
46336,4,2017-05-17,16,-0.7610337672360342,16,0,4,-0.8574200205195122,False
46337,4,2017-05-17,17,-0.8092268938777732,17,0,4,-0.7610337672360342,False
46338,4,2017-05-17,18,-0.8574200205195122,18,0,4,-0.8092268938777732,False
46339,4,2017-05-17,19,-0.9056131471612512,19,0,4,-0.8574200205195122,False
46340,4,2017-05-17,20,-0.8092268938777732,20,0,4,-0.9056131471612512,False
46341,4,2017-05-17,21,-0.9056131471612512,21,0,4,-0.8092268938777732,False
46342,4,2017-05-17,22,-0.7128406405942953,22,0,4,-0.9056131471612512,False
46343,4,2017-05-17,23,-0.7128406405942953,23,0,4,-0.7128406405942953,False
46344,4,2017-05-18,0,-0.9056131471612512,0,1,4,-0.7128406405942953,False
46345,4,2017-05-18,1,-0.8574200205195122,1,1,4,-0.9056131471612512,False
46346,4,2017-05-18,2,-0.8092268938777732,2,1,4,-0.8574200205195122,False
46347,4,2017-05-18,3,-0.8574200205195122,3,1,4,-0.8092268938777732,False
46348,4,2017-05-18,4,-1.001999400444729,4,1,4,-0.8574200205195122,False
46349,4,2017-05-18,5,-0.8574200205195122,5,1,4,-1.001999400444729,False
46350,4,2017-05-18,6,-0.9056131471612512,6,1,4,-0.8574200205195122,False
46351,4,2017-05-18,7,-0.9056131471612512,7,1,4,-0.9056131471612512,False
46352,4,2017-05-18,8,-0.7610337672360342,8,1,4,-0.9056131471612512,False
46353,4,2017-05-18,9,-0.9056131471612512,9,1,4,-0.7610337672360342,False
46354,4,2017-05-18,10,-0.7610337672360342,10,1,4,-0.9056131471612512,False
46355,4,2017-05-18,11,-0.6164543873108174,11,1,4,-0.7610337672360342,False
46356,4,2017-05-18,12,-0.6164543873108174,12,1,4,-0.6164543873108174,False
46357,4,2017-05-18,13,-0.7128406405942953,13,1,4,-0.6164543873108174,False
46358,4,2017-05-18,14,-0.5682612606690783,14,1,4,-0.7128406405942953,False
46359,4,2017-05-18,15,-0.6164543873108174,15,1,4,-0.5682612606690783,False
46360,4,2017-05-18,16,-0.7128406405942953,16,1,4,-0.6164543873108174,False
46361,4,2017-05-18,17,-0.6164543873108174,17,1,4,-0.7128406405942953,False
46362,4,2017-05-18,18,-0.8092268938777732,18,1,4,-0.6164543873108174,False
46363,4,2017-05-18,19,-0.8092268938777732,19,1,4,-0.8092268938777732,False
46364,4,2017-05-18,20,-0.6164543873108174,20,1,4,-0.8092268938777732,False
46365,4,2017-05-18,21,-0.9056131471612512,21,1,4,-0.6164543873108174,False
46366,4,2017-05-18,22,-0.7610337672360342,22,1,4,-0.9056131471612512,False
46367,4,2017-05-18,23,-0.8092268938777732,23,1,4,-0.7610337672360342,False
46368,4,2017-05-19,0,-0.9056131471612512,0,2,4,-0.8092268938777732,False
46369,4,2017-05-19,1,-0.9538062738029901,1,2,4,-0.9056131471612512,False
46370,4,2017-05-19,2,-0.8092268938777732,2,2,4,-0.9538062738029901,False
46371,4,2017-05-19,3,-1.050192527086468,3,2,4,-0.8092268938777732,False
46372,4,2017-05-19,4,-0.9538062738029901,4,2,4,-1.050192527086468,False
46373,4,2017-05-19,5,-1.050192527086468,5,2,4,-0.9538062738029901,False
46374,4,2017-05-19,6,-0.8574200205195122,6,2,4,-1.050192527086468,False
46375,4,2017-05-19,7,-0.8092268938777732,7,2,4,-0.8574200205195122,False
46376,4,2017-05-19,8,-0.8574200205195122,8,2,4,-0.8092268938777732,False
46377,4,2017-05-19,9,-0.9056131471612512,9,2,4,-0.8574200205195122,False
46378,4,2017-05-19,10,-0.9056131471612512,10,2,4,-0.9056131471612512,False
46379,4,2017-05-19,11,-0.6164543873108174,11,2,4,-0.9056131471612512,False
46380,4,2017-05-19,12,-0.5682612606690783,12,2,4,-0.6164543873108174,False
46381,4,2017-05-19,13,-0.9056131471612512,13,2,4,-0.5682612606690783,False
46382,4,2017-05-19,14,-0.8092268938777732,14,2,4,-0.9056131471612512,False
46383,4,2017-05-19,15,-0.7128406405942953,15,2,4,-0.8092268938777732,False
46384,4,2017-05-19,16,-0.8092268938777732,16,2,4,-0.7128406405942953,False
46385,4,2017-05-19,17,-0.7128406405942953,17,2,4,-0.8092268938777732,False
46386,4,2017-05-19,18,-0.47187500738560045,18,2,4,-0.7128406405942953,False
46387,4,2017-05-19,19,-0.3754887541021225,19,2,4,-0.47187500738560045,False
46388,4,2017-05-19,20,-0.6646475139525563,20,2,4,-0.3754887541021225,False
46389,4,2017-05-19,21,-0.6164543873108174,21,2,4,-0.6646475139525563,False
46390,4,2017-05-19,22,-0.5682612606690783,22,2,4,-0.6164543873108174,False
46391,4,2017-05-19,23,-0.7610337672360342,23,2,4,-0.5682612606690783,False
46392,4,2017-05-20,0,-0.9056131471612512,0,3,4,-0.7610337672360342,False
46393,4,2017-05-20,1,-0.9056131471612512,1,3,4,-0.9056131471612512,False
46394,4,2017-05-20,2,-0.9538062738029901,2,3,4,-0.9056131471612512,False
46395,4,2017-05-20,3,-0.9056131471612512,3,3,4,-0.9538062738029901,False
46396,4,2017-05-20,4,-0.8574200205195122,4,3,4,-0.9056131471612512,False
46397,4,2017-05-20,5,-0.9538062738029901,5,3,4,-0.8574200205195122,False
46398,4,2017-05-20,6,-0.8092268938777732,6,3,4,-0.9538062738029901,False
46399,4,2017-05-20,7,-0.7610337672360342,7,3,4,-0.8092268938777732,False
46400,4,2017-05-20,8,-0.9056131471612512,8,3,4,-0.7610337672360342,False
46401,4,2017-05-20,9,-0.7610337672360342,9,3,4,-0.9056131471612512,False
46402,4,2017-05-20,10,-0.7610337672360342,10,3,4,-0.7610337672360342,False
46403,4,2017-05-20,11,-0.9538062738029901,11,3,4,-0.7610337672360342,False
46404,4,2017-05-20,12,-0.6646475139525563,12,3,4,-0.9538062738029901,False
46405,4,2017-05-20,13,-0.6646475139525563,13,3,4,-0.6646475139525563,False
46406,4,2017-05-20,14,-0.7610337672360342,14,3,4,-0.6646475139525563,False
46407,4,2017-05-20,15,-0.9056131471612512,15,3,4,-0.7610337672360342,False
46408,4,2017-05-20,16,-0.8092268938777732,16,3,4,-0.9056131471612512,False
46409,4,2017-05-20,17,-0.8574200205195122,17,3,4,-0.8092268938777732,False
46410,4,2017-05-20,18,-0.7610337672360342,18,3,4,-0.8574200205195122,False
46411,4,2017-05-20,19,-0.8092268938777732,19,3,4,-0.7610337672360342,False
46412,4,2017-05-20,20,-0.6164543873108174,20,3,4,-0.8092268938777732,False
46413,4,2017-05-20,21,-0.8092268938777732,21,3,4,-0.6164543873108174,False
46414,4,2017-05-20,22,-0.7128406405942953,22,3,4,-0.8092268938777732,False
46415,4,2017-05-20,23,-0.6646475139525563,23,3,4,-0.7128406405942953,False
46416,4,2017-05-21,0,-0.8574200205195122,0,4,4,-0.6646475139525563,False
46417,4,2017-05-21,1,-0.7128406405942953,1,4,4,-0.8574200205195122,False
46418,4,2017-05-21,2,-1.001999400444729,2,4,4,-0.7128406405942953,False
46419,4,2017-05-21,3,-0.8574200205195122,3,4,4,-1.001999400444729,False
46420,4,2017-05-21,4,-0.9056131471612512,4,4,4,-0.8574200205195122,False
46421,4,2017-05-21,5,-1.050192527086468,5,4,4,-0.9056131471612512,False
46422,4,2017-05-21,6,-0.8092268938777732,6,4,4,-1.050192527086468,False
46423,4,2017-05-21,7,-0.9056131471612512,7,4,4,-0.8092268938777732,False
46424,4,2017-05-21,8,-0.8574200205195122,8,4,4,-0.9056131471612512,False
46425,4,2017-05-21,9,-0.8574200205195122,9,4,4,-0.8574200205195122,False
46426,4,2017-05-21,10,-1.001999400444729,10,4,4,-0.8574200205195122,False
46427,4,2017-05-21,11,-0.8574200205195122,11,4,4,-1.001999400444729,False
46428,4,2017-05-21,12,-0.6164543873108174,12,4,4,-0.8574200205195122,False
46429,4,2017-05-21,13,-0.8092268938777732,13,4,4,-0.6164543873108174,False
46430,4,2017-05-21,14,-0.8092268938777732,14,4,4,-0.8092268938777732,False
46431,4,2017-05-21,15,-0.7128406405942953,15,4,4,-0.8092268938777732,False
46432,4,2017-05-21,16,-0.7610337672360342,16,4,4,-0.7128406405942953,False
46433,4,2017-05-21,17,-0.9538062738029901,17,4,4,-0.7610337672360342,False
46434,4,2017-05-21,18,-0.7610337672360342,18,4,4,-0.9538062738029901,False
46435,4,2017-05-21,19,-0.9538062738029901,19,4,4,-0.7610337672360342,False
46436,4,2017-05-21,20,-0.6164543873108174,20,4,4,-0.9538062738029901,False
46437,4,2017-05-21,21,-0.6646475139525563,21,4,4,-0.6164543873108174,False
46438,4,2017-05-21,22,-0.8092268938777732,22,4,4,-0.6646475139525563,False
46439,4,2017-05-21,23,-0.9538062738029901,23,4,4,-0.8092268938777732,False
46440,4,2017-05-22,0,-0.9538062738029901,0,5,4,-0.9538062738029901,False
46441,4,2017-05-22,1,-0.8092268938777732,1,5,4,-0.9538062738029901,False
46442,4,2017-05-22,2,-0.8092268938777732,2,5,4,-0.8092268938777732,False
46443,4,2017-05-22,3,-0.8574200205195122,3,5,4,-0.8092268938777732,False
46444,4,2017-05-22,4,-0.8574200205195122,4,5,4,-0.8574200205195122,False
46445,4,2017-05-22,5,-0.9056131471612512,5,5,4,-0.8574200205195122,False
46446,4,2017-05-22,6,-1.050192527086468,6,5,4,-0.9056131471612512,False
46447,4,2017-05-22,7,-0.8092268938777732,7,5,4,-1.050192527086468,False
46448,4,2017-05-22,8,-0.9538062738029901,8,5,4,-0.8092268938777732,False
46449,4,2017-05-22,9,-0.9056131471612512,9,5,4,-0.9538062738029901,False
46450,4,2017-05-22,10,-0.6164543873108174,10,5,4,-0.9056131471612512,False
46451,4,2017-05-22,11,-0.6164543873108174,11,5,4,-0.6164543873108174,False
46452,4,2017-05-22,12,-0.5200681340273394,12,5,4,-0.6164543873108174,False
46453,4,2017-05-22,13,-0.7128406405942953,13,5,4,-0.5200681340273394,False
46454,4,2017-05-22,14,-0.6646475139525563,14,5,4,-0.7128406405942953,False
46455,4,2017-05-22,15,-0.5682612606690783,15,5,4,-0.6646475139525563,False
46456,4,2017-05-22,16,-0.7610337672360342,16,5,4,-0.5682612606690783,False
46457,4,2017-05-22,17,-0.6164543873108174,17,5,4,-0.7610337672360342,False
46458,4,2017-05-22,18,-0.5200681340273394,18,5,4,-0.6164543873108174,False
46459,4,2017-05-22,19,-0.7128406405942953,19,5,4,-0.5200681340273394,False
46460,4,2017-05-22,20,-0.9056131471612512,20,5,4,-0.7128406405942953,False
46461,4,2017-05-22,21,-0.7610337672360342,21,5,4,-0.9056131471612512,False
46462,4,2017-05-22,22,-0.8092268938777732,22,5,4,-0.7610337672360342,False
46463,4,2017-05-22,23,-0.6646475139525563,23,5,4,-0.8092268938777732,False
46464,4,2017-05-23,0,-0.8574200205195122,0,6,4,-0.6646475139525563,True
46465,4,2017-05-23,1,-0.9056131471612512,1,6,4,-0.8574200205195122,True
46466,4,2017-05-23,2,-0.8092268938777732,2,6,4,-0.9056131471612512,True
46467,4,2017-05-23,3,-0.7610337672360342,3,6,4,-0.8092268938777732,True
46468,4,2017-05-23,4,-0.9538062738029901,4,6,4,-0.7610337672360342,True
46469,4,2017-05-23,5,-0.8574200205195122,5,6,4,-0.9538062738029901,True
46470,4,2017-05-23,6,-0.8574200205195122,6,6,4,-0.8574200205195122,True
46471,4,2017-05-23,7,-0.8092268938777732,7,6,4,-0.8574200205195122,True
46472,4,2017-05-23,8,-0.8092268938777732,8,6,4,-0.8092268938777732,True
46473,4,2017-05-23,9,-0.6646475139525563,9,6,4,-0.8092268938777732,True
46474,4,2017-05-23,10,-0.6164543873108174,10,6,4,-0.6646475139525563,True
46475,4,2017-05-23,11,-0.6646475139525563,11,6,4,-0.6164543873108174,True
46476,4,2017-05-23,12,-0.7128406405942953,12,6,4,-0.6646475139525563,True
46477,4,2017-05-23,13,-0.9056131471612512,13,6,4,-0.7128406405942953,True
46478,4,2017-05-23,14,-0.8092268938777732,14,6,4,-0.9056131471612512,True
46479,4,2017-05-23,15,-0.6646475139525563,15,6,4,-0.8092268938777732,True
46480,4,2017-05-23,16,-0.6164543873108174,16,6,4,-0.6646475139525563,True
46481,4,2017-05-23,17,-0.7610337672360342,17,6,4,-0.6164543873108174,True
46482,4,2017-05-23,18,-0.6164543873108174,18,6,4,-0.7610337672360342,True
46483,4,2017-05-23,19,-0.6164543873108174,19,6,4,-0.6164543873108174,True
46484,4,2017-05-23,20,-0.8092268938777732,20,6,4,-0.6164543873108174,True
46485,4,2017-05-23,21,-0.8092268938777732,21,6,4,-0.8092268938777732,True
46486,4,2017-05-23,22,-0.9538062738029901,22,6,4,-0.8092268938777732,True
46487,4,2017-05-23,23,-0.7128406405942953,23,6,4,-0.9538062738029901,True
46488,4,2017-05-24,0,-0.8092268938777732,0,0,4,-0.7128406405942953,False
46489,4,2017-05-24,1,-0.9538062738029901,1,0,4,-0.8092268938777732,False
46490,4,2017-05-24,2,-0.9056131471612512,2,0,4,-0.9538062738029901,False
46491,4,2017-05-24,3,-0.8092268938777732,3,0,4,-0.9056131471612512,False
46492,4,2017-05-24,4,-0.9056131471612512,4,0,4,-0.8092268938777732,False
46493,4,2017-05-24,5,-0.8574200205195122,5,0,4,-0.9056131471612512,False
46494,4,2017-05-24,6,-0.8574200205195122,6,0,4,-0.8574200205195122,False
46495,4,2017-05-24,7,-0.9056131471612512,7,0,4,-0.8574200205195122,False
46496,4,2017-05-24,8,-0.9056131471612512,8,0,4,-0.9056131471612512,False
46497,4,2017-05-24,9,-0.9538062738029901,9,0,4,-0.9056131471612512,False
46498,4,2017-05-24,10,-0.6164543873108174,10,0,4,-0.9538062738029901,False
46499,4,2017-05-24,11,-0.7128406405942953,11,0,4,-0.6164543873108174,False
46500,4,2017-05-24,12,-0.6164543873108174,12,0,4,-0.7128406405942953,False
46501,4,2017-05-24,13,-0.7128406405942953,13,0,4,-0.6164543873108174,False
46502,4,2017-05-24,14,-0.7610337672360342,14,0,4,-0.7128406405942953,False
46503,4,2017-05-24,15,-0.4236818807438615,15,0,4,-0.7610337672360342,False
46504,4,2017-05-24,16,-0.5682612606690783,16,0,4,-0.4236818807438615,False
46505,4,2017-05-24,17,-0.6164543873108174,17,0,4,-0.5682612606690783,False
46506,4,2017-05-24,18,-0.9056131471612512,18,0,4,-0.6164543873108174,False
46507,4,2017-05-24,19,-0.5682612606690783,19,0,4,-0.9056131471612512,False
46508,4,2017-05-24,20,-0.8574200205195122,20,0,4,-0.5682612606690783,False
46509,4,2017-05-24,21,-0.8092268938777732,21,0,4,-0.8574200205195122,False
46510,4,2017-05-24,22,-0.8092268938777732,22,0,4,-0.8092268938777732,False
46511,4,2017-05-24,23,-0.6646475139525563,23,0,4,-0.8092268938777732,False
46512,4,2017-05-25,0,-0.9056131471612512,0,1,4,-0.6646475139525563,False
46513,4,2017-05-25,1,-0.9538062738029901,1,1,4,-0.9056131471612512,False
